text,aspect_start,aspect_end,opinion_start,opinion_end,sentiment,category
d2t ng?u quá ??n,0,0,1,2,positive,APPEARANCE
theo c?m nh?n c?a mình ph?n trình bày c?a vanda là ??c s?c nh?t,5,9,10,13,positive,SPECIALIZE
theo c?m nh?n c?a mình ph?n trình bày c?a vanda là ??c s?c nh?t,9,9,11,12,positive,SPECIALIZE
"th?ng thành nói l?m quá , làm nh? nó là sao c?a ?êm ráp v?y d??i phía ngoài là",0,1,2,14,negative,APPEARANCE
k ngoài d? ?oán d2t x?ng ?ang quá,4,4,5,7,negative,SPECIALIZE
ch? hi?u sao hok c?a thái vg c? vang v?ng trong ??u mình mãi quá ??nh theo phía,3,6,0,15,positive,SPECIALIZE
ch?c m?i tui ?? ý ch? nay th?y anh tee vui th?y l? mà anh karik nhìn th?y th??ng phía trong là,15,15,16,18,positive,OTHER
ch?c m?i tui ?? ý ch? nay th?y anh tee vui th?y l? mà anh karik nhìn th?y th??ng phía trong là,9,9,10,10,positive,CHARACTERISTIC
karik v?n ng?i trên và không ch?p ?nh mình không hi?u là chuy?n gì v?y và cu?i cùng,0,0,1,13,neutral,SPECIALIZE
"double 2t quán quân do xinh trai , còn nhi?u ng??i th??ng m?n",0,1,9,12,positive,OTHER
"double 2t quán quân do xinh trai , còn nhi?u ng??i th??ng m?n",0,1,2,12,positive,APPEARANCE
"t?i sao d?y , mình mu?n 24k right ho?c liu grace win d??i là",6,10,4,11,neutral,SPECIALIZE
nh ma ui hoàng h?i d? th??ng quá,3,4,5,6,positive,APPEARANCE
rap vi?t quá ??nh . th?t x?ng ?áng cho b?n quán quân . vn tuy?t v?i lên phía ngoài,9,11,5,7,positive,SPECIALIZE
rap vi?t quá ??nh . th?t x?ng ?áng cho b?n quán quân . vn tuy?t v?i lên phía ngoài,0,1,2,3,positive,OTHER
tóm l?i có ch? ngân vui quá c??i x?u b? d? th??ng x?u,3,4,10,12,positive,APPEARANCE
tóm l?i có ch? ngân vui quá c??i x?u b? d? th??ng x?u,3,4,5,8,positive,SPECIALIZE
m?i hà nhây n?a ?i ch? d? th??ng quá m?i quá gòi,1,2,6,11,positive,CHARACTERISTIC
m?i hà nhây n?a ?i ch? d? th??ng quá m?i quá gòi,,,0,4,positive,OTHER
tính ra mùa 7 thích nh?t t?p có song luân vui quá tr?i,2,3,4,12,positive,APPEARANCE
mé ?i ai c?ng vinh danh . anh bâu ??ng d??i th??ng á chòi ra,7,8,9,13,positive,APPEARANCE
mé ?i ai c?ng vinh danh . anh bâu ??ng d??i th??ng á chòi ra,,,,,neutral,OTHER
ph?n shout out c?a hi?u dicky ??nh th?t s?,4,5,6,6,positive,OTHER
"nhac bác thái t?p gym , ch?y b? phê lòi",0,2,3,9,positive,SPECIALIZE
n?i da gà v?i ph?n trình di?n c?a team bray . ??c bi?t là ph?n c?a dick v? phía bên ngoài là,14,16,0,2,positive,SPECIALIZE
n?i da gà v?i ph?n trình di?n c?a team bray . ??c bi?t là ph?n c?a dick v? phía bên ngoài là,4,9,0,2,positive,SPECIALIZE
ai c?ng x?ng ?áng . nh?ng thích nh?t là team c?a bray tuy?t v?i .,9,11,6,6,positive,OTHER
ai c?ng x?ng ?áng . nh?ng thích nh?t là team c?a bray tuy?t v?i .,0,0,1,3,positive,SPECIALIZE
th?c s? ph?i công nh?n có bà ngân vui h?n h?n,6,7,,,positive,APPEARANCE
gi?i th??ng ít v?y,,,0,3,negative,SPECIALIZE
c?ng bray nh?t,1,1,0,0,positive,OTHER
1 cái k?t tuy?t v?i hoà ??ng,0,2,3,6,positive,SPECIALIZE
thanh âm không kh?p v?i hình ?nh còn n?a,,,0,6,negative,TECHNICAL
vì sao karik ng?i yên ? ph?n trao gi?i này nh? . vì quá m?t hay sao ta,2,2,0,17,neutral,APPEARANCE
không hi?u sub cho ?ã xong che cái lyric,,,0,8,negative,TECHNICAL
"thich nh?t mùa 3 rap vi?t , mùa 3 c?m th?y m?i ng??i ai c?ng ?oàn k?t tr? l?i",7,8,9,16,positive,CHARACTERISTIC
"thich nh?t mùa 3 rap vi?t , mùa 3 c?m th?y m?i ng??i ai c?ng ?oàn k?t tr? l?i",2,5,0,1,positive,OTHER
mình r?t ?ng h? pháp ki?u ??n phía,4,5,0,5,positive,OTHER
mình r?t ?ng h? pháp ki?u ??n phía,4,5,2,3,positive,OTHER
tao lao nha nhung em rap r?t hay lai không ???c vào top 5 . hum tin t?c cho,3,3,9,13,negative,SPECIALIZE
tao lao nha nhung em rap r?t hay lai không ???c vào top 5 . hum tin t?c cho,3,5,7,7,positive,SPECIALIZE
double2t ?úng là ng??i mi?n núi ch?t chúc m?ng e theo qui ??nh,0,0,7,8,positive,OTHER
double2t ?úng là ng??i mi?n núi ch?t chúc m?ng e theo qui ??nh,0,0,1,6,positive,SPECIALIZE
t?c nhiên ?o?n này gi?ng b? c?ng x?u,,,2,7,positive,APPEARANCE
hi?n nhiên t?p này mà ít qu?ng cáo h?n là tuy?t v?i,2,3,4,11,negative,TECHNICAL
tui th?y ?? phân gi?i video quá th?p,2,5,7,7,negative,TECHNICAL
r?t ti?c 24kr ?y nhma dt2 c?ng r?t x?ng ?áng,5,5,8,9,positive,OTHER
r?t ti?c 24kr ?y nhma dt2 c?ng r?t x?ng ?áng,2,2,1,1,positive,OTHER
justate ?úng th?t có m?t nhìn ng??i,0,0,2,6,positive,OTHER
th? thôi ngh? ??n lo?i b? g?u bây tau t?c quá à huhu hát ??nh c?a ??nh v?y mà ?áng l? lo?i cú m?i ?úng,5,6,13,16,positive,SPECIALIZE
th? thôi ngh? ??n lo?i b? g?u bây tau t?c quá à huhu hát ??nh c?a ??nh v?y mà ?áng l? lo?i cú m?i ?úng,5,6,2,24,negative,APPEARANCE
sao âm thanh có lúc b? rè rè ?y,1,2,6,7,negative,TECHNICAL
"nghe team bray n?i da gà , quá hay",1,2,3,8,positive,SPECIALIZE
ý là thích cách anh giang th??ng em gái vãi,,,2,9,positive,CHARACTERISTIC
âm thanh thì rè hình thì m? chung k?t gì mà chán trên phía,5,5,6,7,negative,TECHNICAL
âm thanh thì rè hình thì m? chung k?t gì mà chán trên phía,9,10,13,13,negative,TECHNICAL
âm thanh thì rè hình thì m? chung k?t gì mà chán trên phía,0,1,2,3,negative,TECHNICAL
"t??ng tez hay 24 m?i là quán quân . 2t toàn rap mi?n núi không ,",9,9,10,14,negative,SPECIALIZE
"t??ng tez hay 24 m?i là quán quân . 2t toàn rap mi?n núi không ,",1,3,0,7,neutral,SPECIALIZE
t?p này khúc sau ch?i ch? hi?u gì r?i h?t lên t?p tr??c ??nh l?n sau này,11,12,13,13,positive,SPECIALIZE
t?p này khúc sau ch?i ch? hi?u gì r?i h?t lên t?p tr??c ??nh l?n sau này,0,1,2,10,negative,SPECIALIZE
t?p này có ngân v?i ng?c h?t th??ng nhau h? jtr bên trên,3,5,6,8,negative,APPEARANCE
big hay mà ae làm cho,0,0,1,1,positive,OTHER
bài c?a andre h?ng bét . có nhiu ?ó rap di rao l?i quài ch? có gì ??c s?c v? phía bên trong là,0,2,3,18,negative,SPECIALIZE
mê anh vinh r?t ?i mê không l?i thoát òi theo,1,2,5,9,positive,OTHER
mê anh vinh r?t ?i mê không l?i thoát òi theo,1,2,0,0,positive,OTHER
âm thanh ???c ?i?u ch?nh t?t không có ti?ng ?n hay nhi?u giúp ng??i xem nghe rõ t?ng l?i nói và âm nh?c,0,1,3,11,positive,TECHNICAL
ph?n trao gi?i và công b? có v? ?m ??m bu?n h?n nh?ng kì tr??c và,0,5,6,14,negative,TECHNICAL
ph?n trao gi?i và công b? có v? ?m ??m bu?n h?n nh?ng kì tr??c và,0,5,8,10,negative,TECHNICAL
ph?n trao gi?i và công b? có v? ?m ??m bu?n h?n nh?ng kì tr??c và,0,5,6,14,negative,SPECIALIZE
su ?i ??nh quá,0,0,2,3,positive,OTHER
mùa 1 quán quân d? cho?t ???c 1 t? mà sao mùa này gi?i th??ng ít v?y,0,1,0,16,negative,SPECIALIZE
2t t?a sáng nh?t ?êm nay r?i v? phía bên trong là,0,0,1,6,positive,SPECIALIZE
?n t??ng huy v?i trí nh? ghê th?t trên phía bên trong là,2,2,,,positive,SPECIALIZE
hok c?a big vs tez nghe ?ã th?c s?,0,4,5,6,positive,SPECIALIZE
có ?i?u gì mà mình nghe m?i ng??i cmt b?o karik b? v? gi?n này kia v?y ? bên ngoài là,10,10,11,13,negative,APPEARANCE
sao t? nhiên ti?c cho ogenus quá v? phía bên ngoài,5,5,3,3,negative,OTHER
m?n m?n ch??ng trình này l?m v? phía là,2,3,0,1,positive,OTHER
sao th?y hôm tr?c ti?p karik khó ch?u v?y ? .,5,5,6,7,negative,CHARACTERISTIC
"th?t s? ti?c cho 24k . smo . chúc m?ng cho d2t , bên ngoài là",11,11,8,9,positive,OTHER
"th?t s? ti?c cho 24k . smo . chúc m?ng cho d2t , bên ngoài là",4,6,2,2,positive,OTHER
cc gì mà gi?i thi?u quài ch??ng trình nh? lon tin t?c ??n,6,7,8,9,negative,OTHER
cc gì mà gi?i thi?u quài ch??ng trình nh? lon tin t?c ??n,6,7,3,5,negative,TECHNICAL
karik mùa này không cháy b?ng hai mùa tr??c r?i truy?n ?i,0,0,3,5,negative,APPEARANCE
ông karik ?ng làm nh?c rap nghe ?ã cái tai nghe r?t là hút,0,1,2,13,positive,SPECIALIZE
gi? m?i bi?t karik ? hà nam ?,,,,,neutral,OTHER
"double 2t quá x?ng ?áng , không ph? lòng anh ?ã ch?n em . ti?p xúc",0,1,2,12,positive,OTHER
dt2 m?i c?t gi?ng lên n?i da gà bài hát quá hay chúc m?ng em,8,9,11,11,positive,SPECIALIZE
dt2 m?i c?t gi?ng lên n?i da gà bài hát quá hay chúc m?ng em,14,14,12,13,positive,OTHER
dt2 m?i c?t gi?ng lên n?i da gà bài hát quá hay chúc m?ng em,0,0,1,7,positive,SPECIALIZE
dt2 m?i c?t gi?ng lên n?i da gà bài hát quá hay chúc m?ng em,8,9,10,11,positive,SPECIALIZE
dt2 m?i c?t gi?ng lên n?i da gà bài hát quá hay chúc m?ng em,0,0,12,14,positive,OTHER
dt2 m?i c?t gi?ng lên n?i da gà bài hát quá hay chúc m?ng em,0,3,5,7,positive,SPECIALIZE
ti?t m?c cu?i cùng nghe ch?ng hi?u m?e gì mà giai ?i?u hay tuy?t th? này,0,3,4,8,negative,SPECIALIZE
d2t fan ?ông thi?t . nh?ng 2 bài chung k?t d? . thui thì chúc m?ng b?n còn n?a,0,0,5,10,negative,SPECIALIZE
d2t fan ?ông thi?t . nh?ng 2 bài chung k?t d? . thui thì chúc m?ng b?n còn n?a,0,0,12,16,positive,OTHER
d2t fan ?ông thi?t . nh?ng 2 bài chung k?t d? . thui thì chúc m?ng b?n còn n?a,0,0,1,3,neutral,OTHER
ch??ng trình r?t hay và th?t ý ngh?a ??c bi?t,0,1,2,7,positive,SPECIALIZE
bài c?a quang hùng master d hay c?c luôn á tr?i nh? 2 ngày 1 ?êm ???c bi?t ??n bài này hay ?iên hi?u ?ng,0,5,6,22,positive,SPECIALIZE
bài c?a karik gi?ng mùa 1 th? nh?,0,2,3,5,neutral,OTHER
nghe vanda ráp không hi?u mà nghe cu?n th?t s?,1,2,6,7,positive,SPECIALIZE
nghe vanda ráp không hi?u mà nghe cu?n th?t s?,1,2,3,4,negative,SPECIALIZE
"th?t s? ti?c cho 24k . smo . chúc m?ng cho d2t ,",11,11,8,9,positive,OTHER
"th?t s? ti?c cho 24k . smo . chúc m?ng cho d2t ,",4,6,2,2,positive,OTHER
cypher hay ghe phía trong là,0,0,1,2,positive,SPECIALIZE
team anh thái ??nh zl h?n n?a,0,2,3,4,positive,SPECIALIZE
"? rider rap v?i hát hay v?y mà không vô ??ch , ?úng là k?ch b?n",1,1,2,15,negative,SPECIALIZE
"? rider rap v?i hát hay v?y mà không vô ??ch , ?úng là k?ch b?n",1,4,5,5,positive,SPECIALIZE
"? rider rap v?i hát hay v?y mà không vô ??ch , ?úng là k?ch b?n",1,1,8,10,negative,SPECIALIZE
"? rider rap v?i hát hay v?y mà không vô ??ch , ?úng là k?ch b?n",,,12,15,positive,SPECIALIZE
"? rider rap v?i hát hay v?y mà không vô ??ch , ?úng là k?ch b?n",1,1,2,6,positive,SPECIALIZE
2t và salah ??u có ?i?m chung là cup tình th??ng trên phía là,0,2,8,10,neutral,SPECIALIZE
hà mã hát cao chua lét có ch? h?i l?i,0,1,2,9,negative,SPECIALIZE
chúc m?ng 2t quán quân quá x?ng ?áng nh?t là,2,2,6,7,positive,OTHER
lan ng?c có bi?u c?m hài d? th??ng quá v?y tr?i,0,1,2,10,positive,APPEARANCE
không fan ai nh?ng th?y d2t quán quân không thuy?t ph?c,5,5,6,10,negative,SPECIALIZE
2t quá x?ng ?áng ra phía ngoài,0,0,1,3,positive,OTHER
t?p cu?i quá vui quá c?m xúc,0,1,2,6,positive,SPECIALIZE
m?c v?n khoa d? th??ng r?t theo h??ng,0,2,3,5,positive,APPEARANCE
v?n thích pháp ki?u nh?t mùa 3,2,3,1,1,positive,OTHER
??i vs game gi?i trí mà lan ng?c hay ra v?,6,7,9,10,negative,APPEARANCE
mình ngh? double 2t nên b? kính khi nh?n gi?i . nhìn ph?n c?m sao ý .,2,3,0,14,negative,APPEARANCE
bé ngân bé ng?c d? th??ng ?áng yêu quá ch?ng ,0,3,4,7,positive,APPEARANCE
hoàng h?i hát mình n?i da gà luôn,0,1,2,7,positive,SPECIALIZE
không b? l? t?p nào c?a 7 n? luôn mê lan ng?c l?m l?m lun bên ngoài,6,7,0,4,positive,OTHER
không b? l? t?p nào c?a 7 n? luôn mê lan ng?c l?m l?m lun bên ngoài,10,11,9,9,positive,OTHER
bài suboi và pháp ki?u quá ??nh luôn c? th? là,0,4,5,7,positive,OTHER
ôi hoa n?ng c?a mình lâu l?m r?i m?i nghe l?i sau l?n ?ó,,,0,10,positive,OTHER
ch? mong ch??ng trình mùa sau c?i thi?n ch?t l??ng âm thanh làm cho,2,5,1,11,positive,TECHNICAL
vanda không di?n time to rise à,0,0,1,5,neutral,OTHER
bài bray ??nh quá coi l?i quài luôn lên phía,0,1,2,2,positive,SPECIALIZE
verse anh thái cu?n ghê . ng?u bá cháy nên,0,2,3,8,positive,SPECIALIZE
ph?n trình di?n team bray ??nh nh?t cu?n chi?n k? ti?p,0,4,5,8,positive,SPECIALIZE
"mình th?y ph?c anh big thi?t s? , hu?n luy?n viên có tâm và có t?m lên phía",3,4,1,1,positive,OTHER
mùa 1 c? t? . mùa 2 v?i 3 h?i ít nh? ??i v?i,5,7,,,negative,TECHNICAL
mình thích anh thái vg ráp ??nh quá tr?i và sau ?ây,3,5,6,6,positive,SPECIALIZE
mình thích anh thái vg ráp ??nh quá tr?i và sau ?ây,3,4,1,1,positive,OTHER
có d? t?p cu?i c?a mùa 2 quá tuy?t v?i,2,6,7,9,positive,SPECIALIZE
sao t? d?ng âm thanh b? l?ch v?y,3,4,5,6,negative,TECHNICAL
th??ng n?m nay ít h?n mùa trc qua phía ngoài là,0,2,3,6,negative,SPECIALIZE
ti?t m?c m? màn c?a big v?i tez hay th?c s? luôn ý m?t khác,0,7,8,10,positive,SPECIALIZE
mùa 1 quá ??nh . mùa 2 nhàm chán mùa 3 ??nh c?a ??nh . cháy quá cháy bên ngoài là,5,6,7,8,negative,SPECIALIZE
mùa 1 quá ??nh . mùa 2 nhàm chán mùa 3 ??nh c?a ??nh . cháy quá cháy bên ngoài là,9,10,11,13,positive,SPECIALIZE
mùa 1 quá ??nh . mùa 2 nhàm chán mùa 3 ??nh c?a ??nh . cháy quá cháy bên ngoài là,,,15,17,positive,OTHER
mùa 1 quá ??nh . mùa 2 nhàm chán mùa 3 ??nh c?a ??nh . cháy quá cháy bên ngoài là,0,1,2,3,positive,SPECIALIZE
bé ngân bé ng?c d? th??ng ?áng th??ng r?t ch?ng trên phía bên trong,0,3,4,7,positive,APPEARANCE
thái vg nghe cu?n vcl,0,1,2,3,positive,SPECIALIZE
bài nào c?ng hay . quán quân x?ng ?áng . chúc m?ng em,0,1,2,3,positive,SPECIALIZE
bài nào c?ng hay . quán quân x?ng ?áng . chúc m?ng em,5,6,7,12,positive,SPECIALIZE
krik nay b? sao v?y m?i ng??i . không th?y phát bi?u gì,0,0,1,12,neutral,APPEARANCE
t ng?i coi mà ti?c cho hch quãi thông báo,6,6,,,positive,OTHER
tr?i ?i dlow ??p trai quá c?u tui ngoài ra còn,2,2,3,5,positive,APPEARANCE
ê th?t s? ti?t m?c c?a team bray ??nh vãi ò ám ?nh mãi th? nh?ng,3,7,8,13,positive,SPECIALIZE
ki?u là tr?i ?i t?p gì mà hay x?u v tr?i b?t ng?,,,2,12,positive,SPECIALIZE
quá x?ng ?áng chúc m?ng double2t,5,5,1,2,positive,OTHER
rõ r?t mong ch? mùa 3 v?n còn dàn cast nh? này,8,9,2,7,positive,APPEARANCE
rõ r?t mong ch? mùa 3 v?n còn dàn cast nh? này,4,5,2,11,positive,OTHER
h?a kim tuy?n ?úng là hit maker danh x?ng v?i th?c sáng tác bài nào là hit bài ??y,0,2,3,6,positive,SPECIALIZE
"bài nào c?ng hit , tuy?t v?i truy?n thông ??n",,,5,6,positive,SPECIALIZE
"bài nào c?ng hit , tuy?t v?i truy?n thông ??n",,,3,3,positive,SPECIALIZE
quán quân tình th??ng ?n 2 nón gi? l?i cho quán quân thiên v? xu?ng phía bên ngoài là,,,0,13,negative,SPECIALIZE
"andre sau bao n?m , v?n có ch?t ngông và ch?t ch?i riêng",0,0,1,12,positive,CHARACTERISTIC
"andre sau bao n?m , v?n có ch?t ngông và ch?t ch?i riêng",0,0,1,12,positive,APPEARANCE
có th? nào thêm quang hùng vô dàn cast không ch? tui mê ?ng qué,,,0,14,positive,APPEARANCE
ver c?a thái vg nghe ?ã l? tai d??i phía bên ngoài là,0,3,4,7,positive,SPECIALIZE
cô bé h?t nh?t làm t c??i banh cái b?ng lun á,0,3,4,11,positive,SPECIALIZE
cô bé h?t nh?t làm t c??i banh cái b?ng lun á,0,3,4,11,positive,APPEARANCE
"suboi pháp ki?u quá ??nh , mãi keo nh? th? này",0,2,3,7,positive,SPECIALIZE
rái ?? rap nh? làm cho nó,0,1,,,negative,SPECIALIZE
??i bài anh thái d??i phía ngoài là,1,3,,,neutral,OTHER
cùng nhau . làm nên nhi?u k? ni?m x?a xinh n?a nha m?i ng??i . cám ?n rapviet,2,2,15,16,positive,OTHER
ô yeah chúc m?ng tình iu to b? double 2t quá b?t ng? rùi,8,9,10,13,positive,OTHER
t? nhiên quang hùng nghe gi?ng hát ??c tr?ng hay d? th??ng quá,2,3,10,12,positive,APPEARANCE
t? nhiên quang hùng nghe gi?ng hát ??c tr?ng hay d? th??ng quá,2,3,4,9,positive,SPECIALIZE
c? t?i lúc ch?i game dành ch? ng? thì m?y anh hay v?y l?m,9,10,0,13,positive,SPECIALIZE
l?i ph?i hóng mùa 8 r?i não mãi th??ng 7 n? bên d??i,,,,,neutral,OTHER
bài c?a justate v?i 2t hay quá n?m nào c?ng làm nên bài nghe ?ã tai,0,4,5,15,positive,SPECIALIZE
? hi?u t?i sao double2t ???c quán quân,4,4,0,3,negative,SPECIALIZE
chúc m?ng d2t chúc m?ng rap vi?t thành công r?c r? lên phía bên ngoài là,5,6,3,10,positive,SPECIALIZE
chúc m?ng d2t chúc m?ng rap vi?t thành công r?c r? lên phía bên ngoài là,2,2,0,1,positive,SPECIALIZE
suboi t?p cu?i trang ?i?m nhìn ??p quy?n r? quá theo quy ??nh,0,0,3,8,positive,APPEARANCE
n?m nay nh?c vòng chung k?t cháy quá cháy xu?ng phía ngoài là,2,5,6,8,positive,SPECIALIZE
big ??nh huhu gây ra,0,0,1,1,positive,OTHER
"nghe di nghe lai thich ghe , có te nó khác b?t h?n , thêm team producer n?a m?c dù v?y",8,8,10,12,positive,SPECIALIZE
team bray hay,0,1,2,2,positive,OTHER
có 7 hlv giám kh?o l?y ?âu ra 8 phi?u nh? s?n nha,,,11,11,negative,SPECIALIZE
nghe c?a suboi ?ã ??nh thái vg còn ??nh h?n,5,6,8,9,positive,OTHER
nghe c?a suboi ?ã ??nh thái vg còn ??nh h?n,2,2,4,4,positive,OTHER
tr??ng giang có v? không thích ngân lúc nào c?ng dìm em nó,6,6,0,5,negative,OTHER
tr??ng giang có v? không thích ngân lúc nào c?ng dìm em nó,0,1,4,6,negative,OTHER
 nói d? ri?t th?y bà ngân vô tri quá không bi?t c? tình làm v?y nghe d? th??ng ha sao á,4,5,6,20,negative,APPEARANCE
"à lôi ng??i mi?n núi ch?t , chúc m?ng ng??i mi?n núi ch?t c?ng",2,5,7,12,positive,OTHER
juste te vs d2t hay quá mê nha theo ?ó,0,3,4,7,positive,OTHER
quán quân rap vi?t b? lo?i ? vòng g?i xe moi rap b?t,0,3,4,11,negative,SPECIALIZE
th?c s? thích ch??ng trình này quá c??i m?t luôn,3,5,6,9,positive,SPECIALIZE
th?c s? thích ch??ng trình này quá c??i m?t luôn,3,5,2,2,positive,OTHER
nh?ng sang mùa 8 s? không còn lan ng?c n?a nên h?i ?m xu?ng phía bên trong là,,,0,12,positive,APPEARANCE
ogenus rap nghe n?i da gà xu?ng phía ngoài là,0,0,1,5,positive,SPECIALIZE
a karik khinh ra m?t luôn v? phía bên ngoài là,0,1,2,4,neutral,APPEARANCE
hmm hmm bé ngân ng? ng?ch ?áng yêu th?t ,2,3,4,8,positive,APPEARANCE
b? 3 ch? em ngân ng?c d? d? th??ng hài h??c quá hà,0,6,9,10,positive,CHARACTERISTIC
b? 3 ch? em ngân ng?c d? d? th??ng hài h??c quá hà,0,6,7,8,positive,APPEARANCE
thích hoàng h?i quá ?i,1,2,0,0,positive,OTHER
bài c?a team a thái vg ??nh quá . nghe n?i da gà,0,5,6,6,positive,SPECIALIZE
bài c?a team a thái vg ??nh quá . nghe n?i da gà,0,5,6,6,positive,SPECIALIZE
bài c?a bray v?i hch kh?i chê nh? bài qu?c t? . nghe nghi?n ngay lúc ??u,0,4,5,16,positive,SPECIALIZE
xin h?i t?i sao ch??ng trình ?? v? cris ôm chó trong bàn ?n ??c bi?t bên c?nh có em bé ,7,8,9,20,negative,SPECIALIZE
nói v? c??i ch?y n??c m?t c?m ?n c? nhà 7 n? cùng khách m?i,8,14,6,7,positive,OTHER
nói v? c??i ch?y n??c m?t c?m ?n c? nhà 7 n? cùng khách m?i,,,2,5,positive,OTHER
có d? gi?i trí qua coi vui c??i mu?n x?u,,,2,9,positive,SPECIALIZE
t?i nghi?p anh giang quá ai c?ng s? xu cà na h?t,2,3,0,1,neutral,OTHER
thank big . mang ??n ??u tuy?t v?i cho khán gi? ra phía bên ngoài,1,1,0,0,positive,SPECIALIZE
có v? t?p này r?t hay và ý ngh?a,2,3,4,8,positive,SPECIALIZE
"thích ph?n trình di?n ??i bray c?c , khúc ??u nghe ch?y m?t luôn lên",1,5,0,0,positive,OTHER
"thích ph?n trình di?n ??i bray c?c , khúc ??u nghe ch?y m?t luôn lên",1,5,0,13,positive,SPECIALIZE
lúc tr??c 20 t?p sau gi? có 15 t?p v?y,,,0,8,negative,TECHNICAL
tinh 15 t?p tôi coi th?y t?p này là vui tr?n v?n còn l?i ??t quãng m?t h?ng ngang nói v?,1,2,14,18,negative,SPECIALIZE
tinh 15 t?p tôi coi th?y t?p này là vui tr?n v?n còn l?i ??t quãng m?t h?ng ngang nói v?,6,7,10,12,positive,SPECIALIZE
d2t quán quân hay không thì gi? v?n hot hit nh?t r?i ^,0,0,1,11,positive,SPECIALIZE
b? ?i cái di?n ti?u ph?m là th?y hay r?i,,,,,neutral,OTHER
team thái vg trình di?n khi?n mình c?m ??ng luôn xu?ng,0,4,7,8,positive,SPECIALIZE
"ai hát cùng jte c?ng có 1 l?i th? nh?t ??nh , ?óng tune quá m??t ?ó là",3,3,12,15,positive,SPECIALIZE
sao chung k?t e xem không ???c v mng l?n sau này,1,2,0,7,neutral,TECHNICAL
mikelodic cõng cháu 2t c?ng quá sao ?ng yêu th? nh? truy?n thông ??n cho,0,0,1,10,positive,APPEARANCE
mikelodic cõng cháu 2t c?ng quá sao ?ng yêu th? nh? truy?n thông ??n cho,2,3,0,10,positive,APPEARANCE
tui coi 7 n? c??i xuân quài mà không th?y chán c??i h? h?ng luôn,2,5,8,13,positive,OTHER
h?i ?i ??t này ng?c ??p xu?t s?c t?p này ng?c ??p quá luôn z mà l?i là t?p cu?i r ý h?,4,4,5,7,positive,APPEARANCE
h?i ?i ??t này ng?c ??p xu?t s?c t?p này ng?c ??p quá luôn z mà l?i là t?p cu?i r ý h?,8,9,14,22,positive,OTHER
h?i ?i ??t này ng?c ??p xu?t s?c t?p này ng?c ??p quá luôn z mà l?i là t?p cu?i r ý h?,10,10,8,13,positive,APPEARANCE
ôi anh big c?a em nghe phê quá bigdady nh?n bi?t,1,2,,,positive,SPECIALIZE
màn trình di?n c?a tem anh thái vg làm mình n?i da gà luôn khoái phía trái là,0,7,8,14,positive,SPECIALIZE
tem c?a andray không có gi?i gì à,0,2,3,7,neutral,SPECIALIZE
cris ?á cái chuông ng?u r?t tr phía ph?i là,0,0,1,6,positive,APPEARANCE
không th? tin ???c là double 2t quán quân lên phía là,5,8,0,3,negative,SPECIALIZE
ch??ng trình hay quá ??c gì ??ng có tr?n thành là tr?n v?n,0,1,2,3,positive,OTHER
ch??ng trình hay quá ??c gì ??ng có tr?n thành là tr?n v?n,8,9,4,12,negative,APPEARANCE
anh tr?n thành t?p này r?c trai quá,0,2,3,7,positive,APPEARANCE
ko có ch??ng trình nào mà vui c??i x?u nh? 7 n? mong tu?n nào c?ng có h?t nhà ,2,3,6,8,positive,SPECIALIZE
ko có ch??ng trình nào mà vui c??i x?u nh? 7 n? mong tu?n nào c?ng có h?t nhà ,10,11,12,16,positive,OTHER
anh jtea lân sau m?c qu?n v?a tí nhé sau ?ó,0,1,2,8,neutral,APPEARANCE
anh jtea lân sau m?c qu?n v?a tí nhé sau ?ó,0,1,3,4,positive,APPEARANCE
team bray quá ch?nh chu t? ??u game ??n end game v? phía bên trong,0,1,2,10,positive,OTHER
công b? nhìn mike ??ng bên chúc m?ng ?úng nh? v?y,3,3,0,7,positive,APPEARANCE
"team bray mãi ??nh , 24k right quán quân trong lòng toy",0,1,3,3,positive,SPECIALIZE
"team bray mãi ??nh , 24k right quán quân trong lòng toy",5,6,7,11,positive,SPECIALIZE
